Run,Folder,Mean,Std,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
AmBe-side,a,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmBe-top,a,1.5357142857142858,0.6804485315449161,2,2,2,2,3,1,2,1,1,2,1,1,1,1,2,1,1,1,3,1,2,1,1,3,1,2,1,1
control0,a,1.4444444444444444,0.7370277311900889,3,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,1,2,1,3,1,1,2,3,3,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,1,1,4,2
control1,a,1.3818181818181818,0.6739546542854777,1,1,1,1,3,1,1,2,2,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,2,2,2,1,3,2,1,1,2,3,2,1,2,1,1,1,1,2,1,1,1,1
control2,a,1.5833333333333333,0.7021791477646965,1,2,2,1,3,1,3,2,1,1,1,2,3,2,1,1,2,2,1,1,2,1,1,1
control3,a,1.5769230769230769,0.6308161333406433,1,2,1,1,2,2,1,3,2,1,2,2,2,1,1,2,1,3,2,1,1,1,1,2,1,2
old,a,1.56,0.7525955088890712,3,1,1,1,2,1,2,2,1,1,2,3,3,1,1,1,3,1,1,2,1,1,1,1,2
ambe0,b,1.5,0.6813851438692469,3,3,1,2,1,1,1,2,1,1,1,2,1,2,1,3,1,2,2,2,1,2,1,1,1,1,1,1
ambe1,b,2.4285714285714284,0.7911070345636261,1,2,2,2,2,3,2,4,3,3,3,4,2,2,4,2,2,2,2,2,2
control0,b,1.7037037037037037,0.8950404424884868,2,1,2,1,3,1,2,1,1,1,1,1,2,1,1,1,1,1,4,2,2,2,2,2,1,4,3
control1,b,1.6666666666666667,0.769800358919501,1,2,1,1,1,2,1,3,3,1,2,2,2,3,1,3,3,1,1,1,1,1,2,1,2,2,1
ambe0,c,1.76,0.7631513611335566,1,1,3,1,1,1,1,2,2,2,2,2,4,1,2,2,2,1,2,2,1,2,3,1,2
ambe1,c,2.32,1.1565465835840767,1,2,3,2,1,5,2,3,2,2,2,5,1,4,1,3,1,2,2,4,3,1,2,2,2
control0,c,2.1923076923076925,0.8329387626041429,4,1,2,2,3,3,2,2,1,2,4,3,2,2,3,2,2,3,2,1,2,1,3,2,1,2
control1,c,2.4347826086956523,0.8249419983047948,2,1,2,2,3,3,4,3,3,4,1,2,2,3,4,2,2,2,3,2,2,2,2
ambe s 0,d,2.6666666666666665,0.8606629658238704,3,5,3,3,1,4,3,3,3,3,3,2,3,2,4,2,2,3,1,3,2,2,2,3,3,2,2
ambe s 1,d,2.6,1.0583005244258363,3,3,2,3,2,3,3,1,1,3,3,1,4,4,1,4,3,1,3,3,3,2,2,5,2
control 0,d,2.3333333333333335,1.1221672153735642,2,4,3,5,1,4,2,3,4,3,2,1,1,4,2,2,1,3,2,1,2,1,3,2,2,1,2
control 1,d,3.5925925925925926,0.7821745215534399,2,6,4,4,3,3,4,3,3,3,4,4,3,3,3,3,3,3,4,4,4,4,3,4,5,4,4
AmBe pb 0,e,2.0,0.9428090415820634,0,1,4,2,2,2,4,1,4,2,2,2,1,2,3,1,1,2,2,2,2,1,2,2,2,3,2
ambe pb 1,e,2.6956521739130435,1.0398487602696866,2,2,4,2,4,3,2,2,2,2,2,1,2,3,5,4,3,4,1,4,3,2,3
Cf Pb 2,e,2.6956521739130435,0.6874516652539955,2,4,2,3,1,3,3,2,3,2,3,4,3,3,3,3,3,3,2,3,3,2,2
control 0,e,2.0,1.118033988749895,2,3,2,1,3,3,1,4,1,3,1,1,1,1,1,4
control 1,e,1.8846153846153846,0.6976291210468097,1,2,2,2,2,2,0,2,2,2,2,2,1,1,1,2,2,2,3,2,3,3,3,2,1,2
