Run,Folder,Mean,Std,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80
AmBe-side,a,0.0547945205479452,0.3660380607092435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmBe-top,a,1.25,0.5088502445991074,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,1,1,3,1,1,1,1
control0,a,1.4259259259259258,0.9545573310266573,6,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,2,1,3,1,1,2,3,2,2,1,1,2,2,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,4,2
control1,a,1.2727272727272727,0.6165754530113879,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,2,1,1,1,3,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,1,1,1,1
control2,a,1.3333333333333333,0.4714045207910317,1,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,2,2,1,1,2,1,1,1
control3,a,1.5,0.6933752452815364,1,1,1,1,2,2,1,3,2,1,2,2,2,1,1,2,1,3,1,1,1,1,1,1,3,1
old,a,1.24,0.708801805866774,0,1,1,1,1,1,2,2,1,1,2,1,2,1,1,1,4,1,1,1,1,1,1,1,1
ambe0,b,1.75,0.9112393444409339,3,3,1,2,1,1,1,2,1,1,1,2,1,2,1,4,1,2,3,2,2,2,1,2,4,1,1,1
ambe1,b,1.8095238095238095,0.7315376902732008,1,2,1,1,2,3,2,1,2,1,2,2,2,2,1,2,3,3,1,3,1
control0,b,1.2222222222222223,0.8748897637790901,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,0,3,0,1,2,4,1,1,3
control1,b,1.4074074074074074,0.5616944773371518,1,2,1,2,1,1,1,2,2,1,1,2,1,1,1,2,2,1,1,1,1,1,2,1,2,3,1
ambe0,c,1.8,0.9797958971132713,1,2,4,1,1,1,1,2,1,3,2,3,4,1,1,3,1,1,3,2,1,2,1,1,2
ambe1,c,1.56,0.6374950980203691,2,1,2,1,1,1,1,2,1,2,2,2,1,3,1,3,2,1,1,2,1,1,2,1,2
control0,c,1.7692307692307692,0.7994080650317895,4,1,1,2,2,2,2,1,1,2,2,2,1,1,3,2,2,2,1,1,2,1,3,1,1,3
control1,c,1.3043478260869565,0.5465132647815886,2,1,1,1,2,2,1,2,2,2,1,1,2,2,1,0,1,1,1,1,1,1,1
ambe s 0,d,2.5185185185185186,0.9572479987644507,3,4,3,2,1,2,3,3,4,3,4,2,5,2,2,2,1,2,2,2,2,1,2,3,3,2,3
ambe s 1,d,2.56,1.3588230201170424,3,2,6,2,1,4,1,1,1,3,3,1,4,5,1,4,4,1,3,2,2,2,3,3,2
control 0,d,2.5925925925925926,1.1306916683313888,2,4,1,4,1,2,3,3,4,4,3,1,1,4,4,2,3,3,2,1,2,2,4,2,3,1,4
control 1,d,2.3703703703703702,0.7276623223847593,1,4,3,3,2,2,3,3,2,2,2,2,2,2,2,2,3,2,1,2,2,3,2,3,2,3,4
AmBe pb 0,e,1.6666666666666667,0.6666666666666666,0,1,2,1,2,2,2,1,2,2,2,1,1,2,2,1,1,1,2,3,2,1,2,2,2,3,2
ambe pb 1,e,2.260869565217391,0.7922116155777652,1,3,1,2,4,2,2,2,2,2,2,1,2,3,3,3,3,3,1,3,3,2,2
Cf Pb 2,e,2.739130434782609,0.9425862342903826,1,4,2,3,2,5,3,2,3,2,3,3,3,4,3,3,2,3,1,2,3,2,4
control 0,e,1.3125,0.9164298936634487,2,1,1,0,3,2,1,2,1,3,1,2,1,0,1,0
control 1,e,1.7692307692307692,0.890448992522325,0,2,2,2,2,2,0,2,2,2,2,2,0,1,1,2,2,2,2,2,4,2,3,3,1,1
control 2,e,2.09375,0.6782042004440846,2,2,4,3,3,2,2,3,2,3,1,2,1,2,2,2,2,2,2,2,2,1,2,3,1,2,2,2,3,1,2,2
control 3,e,0.35714285714285715,0.717848258651492,2,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AmBe_Pb,Run00,1.2307692307692308,0.696568087549032,2,1,2,2,2,1,2,1,0,0,1,1,1
control,Run00,1.8461538461538463,1.405820529422851,5,1,1,3,2,4,3,0,1,1,1,1,1
